ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA,P_FUGA,FUGA_PRIMA
2659,M,1351132.0,60,UNV,SOL,68,213.0,LOS ANGELES,567505,958721,586902,0,0,0,654,0.0,2500000,NO,0.0,0.006440439727157354,0
2660,M,65159.0,47,UNV,CAS,76,89.0,SANTIAGO,0,1196894,0,0,1341,699,220,2.0,8000000,NO,1.0,0.9826663732528687,1
2661,M,136323.0,52,TEC,SOL,116,131.0,RANCAGUA,354044,0,0,0,276,0,0,1.0,1600000,NO,1.0,0.6590710282325745,1
2662,F,5123.0,30,UNV,SOL,68,213.0,LOS ANGELES,0,107290,0,1241,59,6662,163,2.0,1700000,NO,0.0,0.0937083289027214,1
2663,M,73938.0,45,MED,CAS,92,88.0,SANTIAGO,0,91019,0,113721,141,0,196,1.0,4200000,NO,1.0,0.9807254672050476,1
2664,M,871577.0,53,UNV,CAS,27,226.0,CONCEPCION,1088205,17747,0,330249,82,0,186,2.0,2200000,NO,1.0,0.9446012377738953,1
2665,M,458281.0,41,UNV,CAS,55,90.0,SANTIAGO,0,988764,0,0,0,0,457,1.0,900000,NO,1.0,0.8958978652954102,1
2666,M,679177.0,50,MED,CAS,31,119.0,SANTIAGO,0,372051,262439,0,0,0,0,1.0,5200000,NO,1.0,0.7781690359115601,1
2667,F,2439576.0,32,MED,CAS,15,66.0,VALPARAISO,867212,6897,0,304069,1202,0,353,1.0,1500000,NO,0.0,0.04407276213169098,1
2668,F,1994216.0,39,TEC,VIU,13,16.0,ANTOFAGASTA,0,531869,0,0,1091,0,46468,1.0,8000000,NO,0.0,0.00528209051117301,0
2669,M,662016.0,47,UNV,SEP,138,1.0,ARICA,0,584605,0,22236,78,0,4,1.0,8000000,NO,1.0,0.6461043357849121,1
2670,M,853725.0,47,UNV,SOL,138,1.0,ARICA,658637,122222,0,145611,1242,0,66,1.0,800000,NO,1.0,0.9277941584587097,1
2671,M,24432.0,45,UNV,CAS,55,90.0,SANTIAGO,110612,102925,0,1285070,1054,0,492,2.0,1200000,NO,1.0,0.989391565322876,1
2672,F,8452507.0,33,MED,VIU,19,115.0,SANTIAGO,851831,761662,0,0,1509,839,0,1.0,650000,NO,0.0,0.017571911215782166,0
2673,M,29056.0,36,UNV,CAS,54,88.0,SANTIAGO,0,469629,0,0,0,0,11250,0.0,3600000,NO,0.0,0.008127291686832905,0
2674,F,229831.0,61,MED,SOL,68,213.0,LOS ANGELES,0,0,0,0,1783,5202,161,1.0,1700000,SI,0.0,0.053915802389383316,1
2675,M,151643.0,52,TEC,SOL,39,84.0,SANTIAGO,0,19,0,107578,732,0,264,2.0,1000000,NO,1.0,0.8840506672859192,1
2676,F,435788.0,45,,CAS,52,88.0,SANTIAGO,0,274306,0,7590,352,0,0,1.0,1300000,SI,,,0
2677,M,120036.0,31,TEC,CAS,56,131.0,RANCAGUA,0,264667,0,0,158,0,0,2.0,1400000,NO,0.0,0.33815598487854004,1
2678,M,1203211.0,38,TEC,CAS,59,91.0,SANTIAGO,0,933546,0,0,32,0,31,1.0,8000000,NO,0.0,0.011893995106220245,0
2679,F,4413220.0,38,MED,SOL,90,135.0,MACHALI,0,122872,1115248,2287496,1179,0,6079,1.0,3500000,SI,0.0,0.008006338030099869,0
2680,M,105958.0,50,UNV,SOL,138,1.0,ARICA,0,28851,0,0,1111,0,0,1.0,1500000,NO,1.0,0.939030647277832,1
2681,F,586145.0,24,UNV,SOL,31,119.0,SANTIAGO,0,238849,0,2155,0,0,3,1.0,3000000,SI,1.0,0.5978636145591736,1
2682,M,5147495.0,42,UNV,CAS,55,90.0,SANTIAGO,0,52613,0,205465,697,849,11,2.0,2200000,NO,1.0,0.9924076795578003,1
2683,F,351199.0,32,UNV,CAS,37,105.0,SANTIAGO,0,70942,0,56860,129,0,32,1.0,1600000,NO,0.0,0.29737934470176697,1
2684,F,10397.0,41,TEC,SOL,88,67.0,VINA DEL MAR,0,769949,0,0,8,0,0,1.0,8000000,NO,0.0,0.021796081215143204,0
2685,F,59625.0,48,TEC,SOL,132,99.0,SANTIAGO,0,635,0,404708,474,0,933,1.0,3600000,SI,0.0,0.06798072904348373,1
2686,M,4692333.0,43,MED,CAS,55,90.0,SANTIAGO,0,263402,0,1082143,646,16438,1268,1.0,8000000,SI,1.0,0.5758058428764343,1
2687,F,1035136.0,47,MED,VIU,71,326.0,PUNTA ARENAS,74703,282118,0,0,560,22401,2,2.0,3000000,NO,0.0,0.38143056631088257,1
2688,F,62659.0,40,TEC,SOL,86,49.0,LOS ANDES,0,218349,0,0,0,0,0,0.0,1700000,SI,0.0,0.0019351706141605973,0
2689,M,198763.0,47,UNV,SOL,51,90.0,SANTIAGO,0,679295,0,126566,0,0,80,0.0,1300000,NO,0.0,0.010074490681290627,0
2690,M,3368972.0,41,MED,CAS,55,90.0,SANTIAGO,0,466700,0,254993,55,0,54,1.0,1600000,NO,1.0,0.7919435501098633,1
2691,F,26936.0,56,MED,SOL,10,5.0,IQUIQUE,3664027,592812,0,134023,1244,0,18809,1.0,8000000,SI,0.0,0.004384076688438654,0
2692,M,3443967.0,43,UNV,CAS,55,90.0,SANTIAGO,0,0,0,0,0,3450,0,1.0,2800000,SI,1.0,0.9662230014801025,1
2693,F,14601.0,38,TEC,SOL,49,80.0,SANTIAGO,0,55727,0,175984,44,0,456,1.0,2300000,SI,0.0,0.004760269075632095,0
2694,M,10350.0,38,MED,CAS,69,55.0,SANTA MARIA,0,899620,0,0,0,3876,3930,0.0,4600000,NO,0.0,0.011256730183959007,0
2695,M,58493.0,41,UNV,CAS,102,90.0,SANTIAGO,0,18557,0,0,81,16981,651,1.0,4600000,NO,1.0,0.9238377809524536,1
2696,M,3103353.0,41,UNV,CAS,55,90.0,SANTIAGO,0,15101,0,0,70,27958,0,1.0,8000000,NO,1.0,0.6199905276298523,1
2697,M,15611.0,45,MED,CAS,90,80.0,SANTIAGO,0,370168,0,22908,0,0,590,1.0,1700000,NO,1.0,0.9735305309295654,1
2698,M,298096.0,49,MED,CAS,88,67.0,VINA DEL MAR,0,261420,0,0,63,0,53,2.0,3500000,NO,1.0,0.7944415807723999,1
2699,M,638576.0,42,UNV,CAS,25,93.0,SANTIAGO,0,379224,0,156,463,16706,29,2.0,4100000,NO,1.0,0.9258185625076294,1
2700,F,251680.0,27,MED,CAS,88,67.0,VINA DEL MAR,0,89755,0,321757,68,0,103,1.0,2200000,NO,0.0,0.1374276578426361,1
2701,M,414448.0,49,UNV,CAS,55,115.0,SANTIAGO,0,174398,0,0,0,1791,0,1.0,1600000,NO,1.0,0.955451250076294,1
2702,M,257616.0,45,UNV,SOL,31,119.0,SANTIAGO,0,278056,0,9686,281,0,80,1.0,4600000,NO,1.0,0.942855715751648,1
2703,M,1545849.0,42,UNV,CAS,41,80.0,SANTIAGO,0,44688,0,17395,11,0,0,1.0,1600000,NO,1.0,0.9791578650474548,1
2704,M,80942.0,34,UNV,CAS,59,88.0,SANTIAGO,0,241915,0,38876,1689,0,89,3.0,3100000,NO,0.0,0.3000081777572632,1
2705,M,410311.0,54,TEC,CAS,118,89.0,SANTIAGO,0,514764,0,33686,223,10489,262,2.0,3600000,NO,1.0,0.895037829875946,1
2706,M,3813514.0,41,UNV,CAS,55,90.0,SANTIAGO,0,116046,0,20740,113,0,4,1.0,1600000,SI,1.0,0.9863623976707458,1
2707,M,34511.0,38,TEC,CAS,30,100.0,SANTIAGO,0,438829,394902,0,5,1986,353,1.0,1900000,NO,0.0,0.042766038328409195,0
2708,M,812809.0,34,TEC,CAS,22,1.0,ARICA,0,25331,0,1006197,435,0,3610,2.0,4600000,NO,0.0,0.0177388247102499,0
2709,M,167451.0,35,UNV,CAS,90,115.0,SANTIAGO,0,193581,0,0,0,154,0,0.0,1900000,NO,0.0,0.004387184977531433,0
2710,M,43938.0,45,UNV,SEP,55,90.0,SANTIAGO,0,0,0,0,348,24168,0,1.0,6400000,NO,1.0,0.9156843423843384,1
2711,M,719843.0,50,MED,CAS,54,89.0,SANTIAGO,0,5701,0,0,833,0,522,3.0,1900000,NO,1.0,0.936133086681366,1
2712,M,2331906.0,44,UNV,CAS,55,90.0,SANTIAGO,0,208408,0,24683,31,2682,0,1.0,3600000,SI,1.0,0.9842625856399536,1
2713,F,367403.0,43,MED,CAS,48,88.0,SANTIAGO,0,0,0,2,13,0,25,1.0,1900000,NO,0.0,0.2977459728717804,1
2714,F,484801.0,32,TEC,SOL,57,81.0,SANTIAGO,0,35374,0,299245,68,22063,243,1.0,1900000,SI,0.0,0.037063118070364,0
2715,F,2000784.0,49,TEC,CAS,45,86.0,SANTIAGO,0,0,0,0,0,0,129996,0.0,8000000,NO,0.0,0.0022483926732093096,0
2716,F,206933.0,48,UNV,CAS,138,1.0,ARICA,0,1033,0,374255,1259,0,289,3.0,1500000,NO,1.0,0.9497511982917786,1
2717,F,192853.0,46,UNV,CAS,31,119.0,SANTIAGO,0,53459,0,206093,48,0,322,1.0,2300000,NO,1.0,0.9648039937019348,1
2718,F,373657.0,54,MED,VIU,138,1.0,ARICA,0,64439,0,822023,55,12261,1686,1.0,1900000,SI,0.0,0.230612114071846,1
2719,F,251428.0,50,UNV,SOL,25,93.0,SANTIAGO,0,29470,0,13496,101,0,11,1.0,2200000,NO,1.0,0.9633315205574036,1
2720,F,338664.0,47,MED,CAS,138,1.0,ARICA,0,135163,0,0,299,0,0,2.0,2100000,NO,1.0,0.6184593439102173,1
2721,F,462228.0,42,UNV,SOL,61,284.0,OSORNO,0,1064823,0,455923,52,0,0,1.0,3500000,NO,1.0,0.7131038308143616,1
2722,F,459298.0,35,UNV,CAS,107,164.0,CURICO,0,17655,0,0,76,0,0,1.0,1300000,NO,0.0,0.1814429759979248,1
2723,F,2697816.0,37,TEC,VIU,21,5.0,IQUIQUE,0,319281,0,1837739,4,38266,1620,1.0,5000000,NO,0.0,0.008143309503793716,0
2724,F,405306.0,40,MED,CAS,31,119.0,SANTIAGO,506653,784966,0,116226,316,0,321,2.0,2400000,NO,0.0,0.284016877412796,1
2725,F,29763.0,41,TEC,SOL,34,31.0,COQUIMBO,0,196083,0,253981,0,76981,1541,1.0,8000000,NO,0.0,0.021796081215143204,0
2726,F,673755.0,34,TEC,CAS,77,126.0,SAN PEDRO,0,743977,0,73592,624,0,116,1.0,3200000,SI,0.0,0.012112481519579887,0
2727,M,266466.0,35,TEC,CAS,66,253.0,TEMUCO,567520,379675,148569,0,1182,0,258,1.0,5100000,NO,0.0,0.042257364839315414,0
2728,M,221597.0,26,UNV,SOL,138,1.0,ARICA,245701,0,0,0,523,0,0,1.0,1100000,NO,1.0,0.8016601800918579,1
2729,M,102016.0,46,MED,CAS,52,99.0,SANTIAGO,763085,31696,0,288837,1446,19354,408,3.0,2100000,NO,1.0,0.9857811331748962,1
2730,F,437563.0,25,TEC,CAS,28,89.0,SANTIAGO,0,3211,0,70334,172,0,34,2.0,1400000,NO,1.0,0.6527778506278992,1
2731,M,21417.0,45,MED,CAS,55,90.0,SANTIAGO,0,365889,0,161657,245,0,815,2.0,8000000,NO,1.0,0.9678516387939453,1
2732,M,3385731.0,39,UNV,CAS,55,90.0,SANTIAGO,0,38419,0,25238,34,0,0,1.0,2500000,SI,1.0,0.8507638573646545,1
2733,M,12702.0,52,UNV,CAS,55,90.0,SANTIAGO,477201,248165,0,0,1033,5908,0,1.0,500000,NO,1.0,0.9790987968444824,1
2734,M,483374.0,38,UNV,CAS,29,92.0,SANTIAGO,0,197433,2492649,80543,183,0,1872,1.0,4300000,NO,0.0,0.14300046861171722,1
2735,F,45381.0,52,TEC,SOL,24,87.0,SANTIAGO,0,1055282,2349215,0,368,0,13726,1.0,8000000,SI,0.0,0.01934020034968853,0
2736,F,4590587.0,32,TEC,VIU,84,80.0,SANTIAGO,0,400803,0,188519,80,0,183,1.0,2900000,NO,0.0,0.009649711661040783,0
2737,F,274100.0,29,TEC,SOL,23,164.0,CURICO,0,73524,0,0,0,0,0,0.0,1200000,NO,0.0,0.0038380527403205633,0
2738,F,405454.0,32,UNV,SOL,130,98.0,SANTIAGO,0,6127,0,170871,580,0,137,2.0,1300000,SI,0.0,0.33694973587989807,1
2739,F,122782.0,40,UNV,CAS,31,119.0,SANTIAGO,0,0,0,1300633,0,0,2775,1.0,2600000,SI,1.0,0.784336268901825,1
2740,M,497170.0,32,TEC,VIU,48,107.0,SANTIAGO,0,305895,0,0,74,0,63,2.0,1900000,NO,0.0,0.15416891872882843,1
2741,F,57281.0,53,TEC,SOL,67,193.0,CHILLAN,0,543106,0,15334,0,17817,192,0.0,4500000,NO,0.0,0.005593369249254465,0
2742,M,36628.0,46,UNV,SEP,16,89.0,SANTIAGO,0,6392,0,0,836,4307,229,2.0,2400000,NO,1.0,0.9777000546455383,1
2743,M,532586.0,49,UNV,SOL,76,84.0,SANTIAGO,90034,32112,0,230046,542,0,207,2.0,1300000,SI,1.0,0.971209704875946,1
2744,M,234413.0,52,UNV,CAS,27,226.0,CONCEPCION,965364,12985,0,181605,9,0,43,1.0,500000,SI,1.0,0.9111744165420532,1
2745,M,1029620.0,52,TEC,CAS,27,226.0,CONCEPCION,0,182,0,687391,1322,814,780,2.0,3200000,NO,1.0,0.8324201703071594,1
2746,F,373840.0,51,UNV,SOL,138,1.0,ARICA,0,93902,0,51717,19,0,0,1.0,2400000,NO,1.0,0.812247097492218,1
2747,M,184277.0,35,TEC,CAS,90,100.0,SANTIAGO,0,148717,0,22014,3,0,1,1.0,2700000,NO,0.0,0.02494801953434944,0
2748,F,4089335.0,40,TEC,SOL,82,98.0,SANTIAGO,0,695056,0,0,5,5475,0,1.0,1300000,SI,0.0,0.024031952023506165,0
2749,M,22057.0,51,MED,SEP,55,90.0,SANTIAGO,0,11548,0,132580,146,0,113,1.0,5900000,SI,1.0,0.9750505089759827,1
2750,F,169231.0,26,UNV,SOL,83,88.0,SANTIAGO,0,0,0,82139,0,0,10,1.0,2000000,NO,0.0,0.3151799440383911,1
2751,M,219157.0,28,TEC,CAS,61,285.0,SAN PABLO,0,326314,0,665856,173,29969,5289,2.0,4000000,NO,1.0,0.5563826560974121,1
2752,F,32310.0,45,TEC,SOL,153,297.0,FRESIA,0,123798,0,0,0,1676,443,0.0,1400000,SI,0.0,0.0020980341359972954,0
2753,M,75525.0,40,UNV,CAS,27,226.0,CONCEPCION,0,40590,0,0,417,0,0,1.0,2000000,NO,1.0,0.7725764513015747,1
2754,M,301128.0,40,UNV,CAS,93,89.0,SANTIAGO,0,905,0,738100,214,0,387,2.0,1900000,NO,1.0,0.9433155655860901,1
2755,M,550124.0,55,TEC,SEP,53,80.0,SANTIAGO,450758,191665,0,0,91,0,4,2.0,1400000,SI,1.0,0.9294682741165161,1
2756,F,10814.0,60,TEC,SOL,22,1.0,ARICA,440141,71502,0,1101668,782,0,703,1.0,2900000,SI,0.0,0.005305723752826452,0
2757,F,170872.0,42,TEC,CAS,61,284.0,OSORNO,0,414611,0,472313,141,0,0,1.0,3500000,NO,0.0,0.3141358494758606,1
2758,M,692017.0,53,TEC,SOL,127,104.0,SANTIAGO,0,269628,0,0,135,0,0,2.0,3400000,NO,1.0,0.87872713804245,1
2759,M,7016927.0,40,UNV,CAS,66,85.0,SANTIAGO,0,1176,0,630044,2575,0,315,2.0,3400000,NO,1.0,0.9920147657394409,1
2760,M,482942.0,35,UNV,SOL,90,67.0,VINA DEL MAR,0,482863,0,0,228,0,31,1.0,1400000,NO,0.0,0.03622923046350479,0
2761,F,48058.0,41,UNV,CAS,31,119.0,SANTIAGO,163162,461557,0,341226,1109,940,44,2.0,4900000,NO,1.0,0.8309004306793213,1
2762,M,286859.0,45,UNV,CAS,31,119.0,SANTIAGO,0,0,0,0,8,0,0,1.0,2200000,NO,1.0,0.9321987628936768,1
2763,M,160103.0,38,TEC,CAS,25,81.0,SANTIAGO,505135,0,0,0,130,0,0,1.0,700000,NO,0.0,0.024334406480193138,0
2764,F,310440.0,32,TEC,SOL,97,326.0,PUNTA ARENAS,297969,110978,0,84819,270,542,91,1.0,500000,NO,0.0,0.07197887450456619,1
2765,F,47368.0,37,MED,CAS,48,85.0,SANTIAGO,0,0,0,0,173,0,0,1.0,1600000,NO,0.0,0.023806244134902954,0
2766,F,480705.0,46,UNV,CAS,138,1.0,ARICA,0,79358,0,296097,19,0,187,1.0,2100000,NO,1.0,0.9064077734947205,1
2767,M,763342.0,42,UNV,SEP,31,119.0,SANTIAGO,0,182687,0,0,152,0,2022,2.0,3700000,NO,1.0,0.9435106515884399,1
2768,F,31885.0,29,TEC,CAS,117,86.0,SANTIAGO,0,688790,0,0,4,0,0,1.0,900000,NO,0.0,0.08230010420084,1
2769,F,288493.0,50,UNV,SEP,138,1.0,ARICA,0,3105,0,106263,406,0,223,2.0,1100000,NO,1.0,0.9409699440002441,1
2770,F,10569.0,31,MED,CAS,56,131.0,RANCAGUA,43368,180043,0,166260,16,0,175,1.0,1100000,NO,0.0,0.05107501521706581,1
2771,M,489737.0,43,TEC,CAS,138,1.0,ARICA,121519,44484,0,206363,827,0,1344,2.0,1200000,NO,0.0,0.3908303678035736,1
2772,F,14037.0,39,TEC,SOL,13,16.0,ANTOFAGASTA,0,580177,0,0,0,0,0,1.0,5300000,SI,0.0,0.010351930744946003,0
2773,F,36742.0,46,TEC,SOL,55,91.0,SANTIAGO,0,146117,0,0,359,0,436,1.0,8000000,SI,0.0,0.018456917256116867,0
2774,F,402094.0,30,TEC,CAS,84,80.0,SANTIAGO,0,120208,0,13596,92,0,9,2.0,1700000,NO,0.0,0.3213508427143097,1
2775,M,470257.0,42,MED,SEP,31,119.0,SANTIAGO,1292657,317643,0,0,3187,0,169,2.0,2200000,SI,1.0,0.8286601305007935,1
2776,M,11160.0,40,MED,CAS,55,90.0,SANTIAGO,210575,257188,0,55755,487,0,76,1.0,1300000,NO,1.0,0.6747281551361084,1
2777,F,3408100.0,44,UNV,CAS,129,105.0,SANTIAGO,0,315103,0,77227,1063,17284,7,2.0,650000,SI,1.0,0.9686925411224365,1
2778,M,420678.0,48,UNV,SOL,138,1.0,ARICA,0,432924,0,0,0,14631,29,1.0,3100000,NO,1.0,0.8407169580459595,1
2779,M,46327.0,46,MED,SEP,55,90.0,SANTIAGO,106298,606821,0,0,0,0,204,1.0,5600000,NO,1.0,0.976326048374176,1
2780,M,42714.0,54,TEC,SOL,77,227.0,TALCAHUANO,0,468167,0,36101,403,0,0,1.0,1700000,NO,1.0,0.9445879459381104,1
2781,M,67023.0,48,UNV,CAS,54,98.0,SANTIAGO,0,37815,0,0,599,0,92277,2.0,5800000,NO,1.0,0.9678663611412048,1
2782,M,609043.0,40,TEC,CAS,138,1.0,ARICA,0,14661,0,2132722,168,0,1807,1.0,1600000,NO,0.0,0.23964720964431763,1
2783,M,109661.0,48,MED,CAS,27,88.0,SANTIAGO,0,104833,0,254818,1188,0,96,3.0,2600000,NO,1.0,0.9750875234603882,1
2784,M,425900.0,30,TEC,SEP,122,98.0,SANTIAGO,0,74346,0,196101,461,5247,136,1.0,1400000,NO,0.0,0.20429736375808716,1
2785,M,4824799.0,42,UNV,CAS,55,90.0,SANTIAGO,0,19596,0,5187,477,0,5309,3.0,6200000,NO,1.0,0.9838688969612122,1
2786,M,116825.0,31,UNV,CAS,13,16.0,ANTOFAGASTA,0,217001,0,0,105,17760,44,1.0,1900000,NO,0.0,0.23826727271080017,1
2787,F,663053.0,28,TEC,SOL,74,93.0,SANTIAGO,0,211580,0,50780,206,0,1,1.0,3700000,NO,0.0,0.0402633473277092,0
2788,M,25928.0,40,MED,CAS,104,85.0,SANTIAGO,0,99941,0,396775,70,0,0,1.0,3700000,NO,1.0,0.7857095003128052,1
2789,M,97471.0,47,UNV,CAS,138,1.0,ARICA,0,71235,0,15905,205,0,240,1.0,2300000,NO,1.0,0.917708158493042,1
2790,M,353466.0,41,MED,CAS,37,87.0,SANTIAGO,0,0,0,0,285,0,18590,1.0,1700000,NO,0.0,0.4329428970813751,1
2791,M,6576503.0,44,UNV,CAS,48,88.0,SANTIAGO,0,400957,0,0,3,0,83,1.0,8000000,SI,1.0,0.8535696864128113,1
2792,F,83454.0,42,MED,SOL,90,115.0,SANTIAGO,0,229795,0,130940,0,4682,0,0.0,2300000,SI,0.0,0.0018333075568079948,0
2793,F,10789.0,59,TEC,SOL,84,89.0,SANTIAGO,0,0,0,0,136,626,133,1.0,7400000,SI,0.0,0.003810757538303733,0
2794,M,370708.0,53,TEC,CAS,16,80.0,SANTIAGO,0,5384,0,61254,180,0,13,2.0,1700000,NO,1.0,0.9045030474662781,1
2795,M,69378.0,47,UNV,CAS,55,90.0,SANTIAGO,0,105090,0,1765632,214,0,3671,1.0,5600000,SI,1.0,0.9886490106582642,1
2796,M,420842.0,24,TEC,SOL,90,128.0,PENAFLOR,0,31114,0,124990,98,0,148,1.0,1600000,NO,1.0,0.6929078698158264,1
2797,M,472762.0,42,UNV,CAS,92,82.0,SANTIAGO,0,0,0,175266,27,0,740,1.0,2800000,NO,1.0,0.9261149168014526,1
2798,M,297279.0,36,TEC,CAS,108,90.0,SANTIAGO,0,540050,0,367382,0,0,343,0.0,1400000,SI,0.0,0.006462614051997662,0
2799,M,388479.0,53,TEC,SEP,27,226.0,CONCEPCION,0,4763,0,270850,108,0,465,1.0,2100000,NO,1.0,0.8614542484283447,1
2800,M,206474.0,49,MED,CAS,83,93.0,SANTIAGO,0,28166,0,474972,131,0,1507,2.0,750000,NO,1.0,0.8753770589828491,1
2801,M,186628.0,52,MED,SEP,31,119.0,SANTIAGO,0,94430,0,36056,39,14663,1544,1.0,2600000,NO,1.0,0.9036670327186584,1
2802,M,1802568.0,38,UNV,SOL,120,89.0,SANTIAGO,0,159215,0,833,4458,0,37245,1.0,6700000,NO,0.0,0.11362120509147644,1
2803,M,547440.0,50,UNV,CAS,138,1.0,ARICA,0,1096200,0,98088,218,723,69,1.0,2000000,NO,1.0,0.9221019744873047,1
2804,M,32868.0,45,UNV,CAS,55,90.0,SANTIAGO,0,31599,0,317111,18,0,187,1.0,2000000,NO,1.0,0.9906496405601501,1
2805,M,5826.0,40,TEC,CAS,43,70.0,QUILPUE,0,177109,0,191417,41,0,1595,1.0,2400000,SI,0.0,0.39390504360198975,1
2806,F,451225.0,48,UNV,SEP,138,1.0,ARICA,173539,63375,0,581158,416,4811,1073,1.0,1200000,SI,1.0,0.8830233812332153,1
2807,M,406717.0,51,UNV,SOL,20,49.0,LOS ANDES,0,0,0,0,0,1253,0,0.0,2000000,NO,0.0,0.008119838312268257,0
2808,F,1482672.0,54,TEC,CAS,85,88.0,SANTIAGO,0,0,0,0,234,1848,200,1.0,8000000,NO,0.0,0.01495969295501709,0
2809,M,225912.0,40,MED,CAS,90,103.0,SANTIAGO,0,111497,0,18603,0,8914,11,0.0,1400000,NO,0.0,0.007261819206178188,0
2810,M,298118.0,43,TEC,SEP,27,226.0,CONCEPCION,0,574560,0,109666,371,0,74,1.0,5800000,NO,1.0,0.5846893787384033,1
2811,F,97827.0,26,TEC,CAS,126,89.0,SANTIAGO,0,231690,0,0,0,0,84,0.0,1600000,NO,0.0,0.005067054182291031,0
2812,M,990635.0,53,UNV,SOL,67,193.0,CHILLAN,0,2229894,0,34009,0,31621,187,0.0,4500000,NO,0.0,0.015220708213746548,0
2813,F,359153.0,54,UNV,SEP,27,226.0,CONCEPCION,0,266104,0,1196,0,0,116,1.0,3300000,NO,1.0,0.7979230284690857,1
2814,F,1230054.0,57,TEC,CAS,90,90.0,SANTIAGO,0,36091,0,1422762,343,0,1800,1.0,6900000,NO,0.0,0.007391446270048618,0
2815,F,208439.0,45,MED,CAS,138,1.0,ARICA,0,237323,0,419094,238,0,615,1.0,5000000,SI,0.0,0.19171284139156342,1
2816,M,411943.0,48,MED,SOL,138,1.0,ARICA,0,23442,0,0,1,0,0,1.0,1600000,NO,1.0,0.8601856827735901,1
2817,M,1699883.0,42,MED,CAS,55,90.0,SANTIAGO,0,353873,0,0,7,0,0,1.0,3500000,NO,1.0,0.8505526781082153,1
2818,M,168332.0,40,UNV,SOL,18,115.0,SANTIAGO,0,887953,0,0,1717,0,0,2.0,2300000,NO,1.0,0.9522468447685242,1
2819,M,576916.0,46,MED,CAS,31,119.0,SANTIAGO,0,0,6602912,0,514,0,11704,2.0,5900000,NO,1.0,0.9027634263038635,1
2820,M,84655.0,45,UNV,CAS,54,80.0,SANTIAGO,0,608819,0,888536,5,24226,0,1.0,4500000,NO,1.0,0.9889490604400635,1
2821,M,148312.0,32,UNV,CAS,15,66.0,VALPARAISO,0,49547,0,0,138,8450,70,1.0,1700000,NO,0.0,0.4076026976108551,1
2822,M,2487.0,32,UNV,CAS,27,226.0,CONCEPCION,0,103338,0,0,541,0,0,1.0,1100000,NO,0.0,0.19161289930343628,1
2823,M,612988.0,45,MED,CAS,122,80.0,SANTIAGO,0,551164,0,0,1035,13997,1,1.0,3000000,NO,1.0,0.8207595944404602,1
2824,M,882966.0,32,UNV,CAS,125,88.0,SANTIAGO,0,66169,0,270721,939,0,152,1.0,2600000,NO,1.0,0.6712453365325928,1
2825,F,776133.0,31,TEC,SOL,11,11.0,TOCOPILLA,0,206842,0,531,0,5010,25,0.0,2600000,NO,0.0,0.0025202541146427393,0
2826,M,757007.0,34,MED,CAS,59,88.0,SANTIAGO,0,360294,0,1709,1301,0,72,3.0,3100000,NO,0.0,0.08118899166584015,1
2827,F,240611.0,43,TEC,CAS,63,300.0,CASTRO,0,0,0,0,0,0,115,0.0,2400000,NO,0.0,0.008222710341215134,0
2828,M,3872.0,38,TEC,SOL,102,93.0,SANTIAGO,0,9913,0,0,1080,3352,0,3.0,2500000,NO,0.0,0.18117985129356384,1
2829,M,8724325.0,44,UNV,CAS,18,89.0,SANTIAGO,0,148902,0,9105,50,0,192,1.0,2200000,SI,1.0,0.9924087524414062,1
2830,F,641712.0,23,TEC,SOL,47,72.0,CASABLANCA,0,254896,0,99187,135,0,78,1.0,3700000,NO,0.0,0.23745043575763702,1
2831,M,2424752.0,52,MED,SOL,27,226.0,CONCEPCION,0,1020956,0,0,0,0,5127,1.0,8000000,NO,0.0,0.4916013181209564,1
2832,M,7080439.0,43,UNV,CAS,142,93.0,SANTIAGO,675001,195462,0,0,2504,0,27,1.0,8000000,SI,1.0,0.8328304290771484,1
2833,F,3031098.0,38,TEC,SEP,82,93.0,SANTIAGO,0,0,0,0,25,5918,0,1.0,4000000,NO,0.0,0.009374258108437061,0
2834,M,35619.0,40,BAS,CAS,107,83.0,SANTIAGO,937331,686004,0,0,963,0,322,1.0,7200000,NO,1.0,0.7629832625389099,1
2835,F,27064.0,48,TEC,SOL,19,115.0,SANTIAGO,0,214307,0,15735,3,0,86,1.0,2100000,SI,0.0,0.06258624792098999,1
2836,F,41504.0,39,MED,CAS,48,89.0,SANTIAGO,0,499489,0,0,0,19865,0,0.0,4000000,NO,0.0,0.007348253391683102,0
2837,M,444172.0,50,UNV,CAS,39,84.0,SANTIAGO,585361,290062,0,109999,517,0,72,1.0,2800000,NO,1.0,0.9323768019676208,1
2838,F,17243.0,40,MED,SOL,75,516.0,LLO-LLEO,3310748,7139,0,18265,4317,10205,140,1.0,4000000,SI,0.0,0.05155070498585701,1
2839,M,335622.0,40,TEC,CAS,93,89.0,SANTIAGO,0,172,0,173412,13,0,292,2.0,1900000,NO,1.0,0.6540877819061279,1
2840,M,804190.0,37,UNV,SOL,116,131.0,RANCAGUA,0,34553,0,183580,2046,0,85,2.0,1600000,NO,0.0,0.08772462606430054,1
